Date,Article Title,Opperative,City/Town,State/Provence,Country,Reference,WB?,Affected,Duration,Infrastructure,Holiday,Fire / Death / Notes,Species,Alt URL
2014-05-06,"Unplanned power outages in Orange County as of Tuesday, May 6",Unknown,Brea,CA,United States,http://www.oc-breeze.com/2014/05/06/51720_unplanned-power-outages-in-orange-county-as-of-tuesday-may-6/,Y,137,-,,,,,
2014-05-04,Bird causes power outage early Sunday,Bird,Garden City,KS,United States,http://www.gctelegram.com/news/power-outage-5-5-14/,B,-,90,,,,,
2014-05-04,UPPCO works to restore power outage,Unknown,Gwinn,MI,United States,http://uppermichiganssource.com/news/local/uppco-works-to-restore-power-outage?id=1039694,N,3000,-,,,,,
2014-05-04,Bird causes power outage for about 2800 customers,Bird,Armarillo,TX,United States,http://m.amarillo.com/news/latest-news/2014-05-03/bird-causes-power-outage,Y,2800,83,,,,,
2014-05-04,NV Energy blames snake for Spanish Springs outage,Snake,Spanish Springs,NV,United States,http://www.rgj.com/story/news/2014/05/03/nv-energy-blames-snake-spanish-springs-outage/8669455/,E,670,161,,,,,
2014-05-03,Power Outage Cancels Classes,Raccoon,Wheeling,WV,United States,http://www.theintelligencer.net/page/content.detail/id/600230/Power-Outage-Cancels-Classes.html?nav=511,Y,1445,-,school,,,,
2014-05-03,Rat causes power outage,Rat,Walcha,NSW,Australia,http://www.walchanewsonline.com.au/story/2250966/rat-causes-power-outage/?cs=1542,Y,898,125,,,,,
2014-05-01,Utility crews restore power after Medical District outage,Squirrel,Huntsville,AL,United States,http://www.waff.com/story/25400589/utility-crews-work-to-repair-medical-district-power-outage,Y,-,-,hospital,,,,
2014-04-30,Squirrel takes out Sequoyah substation,Squirrel,Seqoyah,OH,United States,http://www.clevelandbanner.com/view/full_story/25008319/article-Squirrel-takes-out-Sequoyah-substation?instance=latest_articles,N,,,,,,,
2014-04-28,Squirrel leaves 3700 in Quincy without power,Squirrel,Quincy,MA,United States,http://m.quincy.wickedlocal.com/article/20140427/NEWS/140427010,N,3700,120,train station,,,,
2014-04-27,Rat ensures power outage,Rat,Konstanz,,Germany,http://www.konstanz.de/rathaus/medienportal/mitteilungen/06406/index.html,Y,-,43,,,,,
2014-04-27,A pigeon caused a blackout of almost 2 hours,Bird,9 de Julio,Buenos Aires,Argentina,http://www.elancasti.com.ar/info-gral/2014/4/28/paloma-provoco-apagon-casi-horas-229384.html,Y,-,120,,,,Pigeon,
2014-04-25,Hapless crow cuts power to thousands,Bird,Warrnambool,VIC,Australia,http://www.standard.net.au/story/2239884/hapless-crow-cuts-power-to-thousands/?cs=72,Y,13000,31,traffic,,,Crow,
2014-04-24,"Campus goes nuts after squirrel hijinks: Damage causes electrical outages, other malfunctions",Squirrel,Waco,TX,United States,http://baylorlariat.com/2014/04/24/squirrel-cause-of-campus-power-outage/,Y,18,93,,,,,
2014-04-18,"Two raccoons enter, zero power leaves",Raccoon,Richmond,IN,United States,http://www.indystar.com/story/news/2014/04/19/raccoons-enter-substation-spark-power-outage/7921845/,Y,-,40,,,,,
2014-04-18,UPDATE: Power restored in Platteville,Squirrel,Platteville,WI,United States,http://www.thonline.com/news/tri-state/article_a413c88e-c703-11e3-b5f9-0017a43b2370.html,N,2600,-,,,,,
2014-04-16,Squirrel knocks out Roanoke power,Squirrel,Roanoke,AL,United States,http://www.therandolphleader.com/news/article_413d7d38-c57b-11e3-9105-0019bb2963f4.html,Y,-,270,bank,,pole fire,,
2014-04-14,Late report from our raccoon operatives of successful cyber op in April against Cogent.,Raccoon,Toronto,ON,Canada,http://www.lowendtalk.com/discussion/49953/raccoon-dc,Y,-,-,,,,,
2014-04-12,"Bird knocks out power to 1,700 in Newport News",Bird,Newport News,VA,United States,http://hamptonroads.com/2014/04/bird-knocks-out-power-1700-newport-news,Y,1700,-,"school, jail/prison",,,,
2014-04-11,"Squirrel causes $300,000 damage at McMillen Park",Squirrel,Fort Wayne,IN,United States,http://www.journalgazette.net/article/20140411/LOCAL/304119963,Y,-,-,,,$300K damages,,
2014-04-11,UPDATE: Squirrel Causes Morning Power Outage,Squirrel,Rockford,IL,United States,http://www.mystateline.com/news/update-squirrel-causes-morning-power-outage,Y,600,-,"traffic, school",,,,
2014-04-11,Weekend power outage in Kingston caused by squirrel (VIDEO),Squirrel,Kingston,NY,United States,http://www.dailyfreeman.com/general-news/20140413/weekend-power-outage-in-kingston-caused-by-squirrel-video,Y,40,180,,,,,
2014-04-10,When animals attack our services,Cat,Caguas,PR,United States,http://www.primerahora.com/noticias/puerto-rico/nota/cuandolosanimalesatacannuestrosservicios-1006761/,Y,-,-,,,,,
2014-04-10,UPDATE - Dothan Power Outage Caused By Bird,Bird,Dothan,AL,United States,http://www.wtvy.com/home/headlines/Power-Outage-in-Downtown-Dothan-254567811.html,Y,-,45,traffic,,,,
2014-04-10,Bird reportedly cited as cause for power outage,Bird,Casa Grande,AZ,United States,http://www.trivalleycentral.com/casa_grande_dispatch/area_news/bird-reportedly-cited-as-cause-for-power-outage/article_04c37b84-c00b-11e3-9b52-001a4bcf887a.html,N,-,-,,,,,
2014-04-09,Raccoon blamed for power outage,Raccoon,Saint Joseph,MO,United States,http://www.newspressnow.com/news/local_news/article_07f334f1-cf5a-5845-8a16-d2c378044685.html,Y,3571,40,,,,,
2014-04-09,Un Grand-duc prive les habitants de courant,Bird,Champagneux,,France,http://www.ledauphine.com/savoie/2014/04/10/une-coupure-de-courant-a-plonge-dans-le-noir-les-habitants-de-champagneux-vers-21-h-30-mercredi,Y,630,150,,,,Great Horned Owl,
2014-04-08,Squirrel causes blackout to 3000 residents,Squirrel,Bowling Green,OH,United States,http://www.bgnews.com/city/squirrel-causes-blackout-to-residents-on-sunday-morning/article_41df17a0-beb5-11e3-a8b1-0019bb2963f4.html,Y,3000,60,,,,,
2014-04-06,"UPDATE: Squirrel causes post-wide power outage at Fort Gordon, home of the Cyber Center of Excellence",Squirrel,Fort Gordon,GA,United States,http://www.wrdw.com/home/headlines/Post-wide-power-outage-at-Fort-Gordon-lights-back-on-254054691.html,B,-,-,,,,,
2014-04-06,"1,000 affected by Tuesday outage",Raccoon,Ames,IA,United States,http://amestrib.com/news/1000-affected-tuesday-outage,Y,4000,-,,,,,
2014-04-05,Power restored to thousands in Greenville,Raccoon,Greenville,OH,United States,http://www.daytondailynews.com/news/news/over-6000-people-experience-power-outage-greenvill/nfSXN/,Y,6000,420,newspaper,,,,
2014-04-05,"Power, phone service disrupted in Madison, IN after squirrel's 'suicide,' EMA director says",Squirrel,Madison,IN,United States,http://m.wave3.com/#!/newsDetail/25165173,B,,,phones,,,,
2014-04-04,Power outages reported in Great Falls ,Squirrel,Great Falls,MT,United States,http://www.krtv.com/news/power-outages-reported-in-great-falls-60151/,Y,4700,-,"school, traffic",,,,
2014-04-04,Power back for most after Lismore Heights blackout,Bird,Lismore Hieghts,NSW,Australia,http://www.byronnews.com.au/news/2000-homes-blacked-out-after-lismore-powerline-bre/2214802/,Y,2000,-,,,,,
2014-04-02,CFD: Squirrel chewing on wires sparks house fire,Squirrel,Mount Auburn,OH,United States,http://m.wlwt.com/news/fire-crews-respond-to-mt-auburn-fire/25271020,Y,-,-,,,house fire,,
2014-04-01,Squirrel Blamed For Sturgeon Bay Power Outage,Squirrel,Sturgeon,WI,United States,http://www.doorcountydailynews.com/mobile/news/details.cfm?clientid=28&id=120228,B,-,-,,,,,
2014-03-30,rat ensures power outage,Rat,Hannover,,Germany,http://www.haz.de/Hannover/Aus-den-Stadtteilen/Nord/Stromausfall-in-der-Nordstadt-Hannover,Y,-,60,,,,,
2014-03-28,"Squirrel knocks out power in Edgewood, Anderson",Squirrel,Anderson,IN,United States,http://www.heraldbulletin.com/archives/squirrel-knocks-out-power-in-edgewood-anderson/article_580fbc8e-7b87-5d68-a3cd-e5956d0f4528.html,B,4900,25,traffic,,,,
2014-03-26,"Bird causes power outage affecting 1,070 PG&E customers in East Bakersfield",Bird,East Bakersfield,CA,United States,http://www.turnto23.com/news/local-news/power-outage-affects-1070-pge-customers-in-east-bakersfield-032414,Y,1040,50,,,,,
2014-03-24,70 minutes without electricity,Mouse,Oberlar,Troisdorf,Germany,"http://www.ksta.de/troisdorf/stromausfall-in-troisdorf-70-minuten-ohne-strom,15189204,26649286.html",Y,-,70,,,,,
2014-03-19,Alberta reviews duck deaths near power line,Duck,Pincher Creek,AL,Canada,http://globalnews.ca/news/1070566/alberta-reviews-duck-deaths-near-power-line/,N,-,-,,,,Duck (flock),
2014-03-19,Squirrel Blamed for San Jose Power Outage,Squirrel,San Jose,CA,United States,http://www.nbcbayarea.com/news/local/Squirrel-Blamed-for-San-Jose-Power-Outage-250996581.html,Y,1180,160,"school, trains delayed, train dispatch",,,,
2014-03-18,Squirrel responsible for house fire in northern Kansas,Squirrel,Salina,KS,United States,http://www.kake.com/home/headlines/Squirrel-responsible-for-house-fire-in-northern-Kansas-250639071.html,B,-,-,,,"house fire, grass fire",,
2014-03-16,How a pesky squirrel set off a dump of sewage into Lake Michigan,Squirrel,Milwaukee,WI,United States,http://www.jsonline.com/news/milwaukee/how-a-pesky-squirrel-set-off-a-dump-of-sewage-into-lake-michigan-b99226109z1-250465701.html?referral=http%3A%2F%2Fwww.jsonline.com%2Fmore%2Fnews%2Fmilwaukee%2Fhow-a-pesky-squirrel-set-off-a-dump-of-sewage-into-lake-michigan-b99226109z1-250465701.html,Y,10,36,sewage treatment plant,,230000 gallons of sewage in Lake Michigan,,
2014-03-15,UPDATE: Power restored to EPE customers in the Lower Valley,Bird,El Paso,TX,United States,http://www.ktsm.com/news/6000-el-paso-electric-customers-experiencing-power-outage,Y,6063,-,,,,,
2014-03-14,New West neighbourhood can blame rodent for power outage,Rodent,New Westminster,BC,Canada,http://www.newwestrecord.ca/news/new-west-neighbourhood-can-blame-rodent-for-power-outage-1.897690,Y,-,180,,,pole fire,,
2014-03-14,Raccoon Knocks Out Power For Thousands In Woodland Park,Raccoon,Woodland,CO,United States,http://www.kktv.com/news/headlines/Raccoon-Knocks-Out-Power-For-Thousands-In-Woodland-Park-250055541.html,Y,-,60,,,,,
2014-03-14,Parts of Great Falls hit with power outage,Squirrel,Great Falls,MO,United States,http://www.krtv.com/news/parts-of-great-falls-hit-with-power-outage/,N,,,,,,,
2014-03-13,A squirrel may have been the cause for an explosion,Squirrel,Danbury,CT,United States,http://news.hamlethub.com/danburysouth/life/351-explosion-evacuates-bulidings-near-danbury-hospital,Y,-,-,"traffic, hospital",,"explosion, grass fire",,
2014-03-13,"Squirrel on line knocks out power to over 1,500 people in city",Squirrel,Lancaster,PA,United States,http://lancasteronline.com/lancaster/news/squirrel-on-line-knocks-out-power-to-over-people-in/article_99ffa3f4-a9f3-11e3-8a98-001a4bcf6878.html,B,1540,77,traffic,,,,
2014-03-12,A goose was the culprit behind an outage,Bird,Union Gap,WA,United States,http://www.yakimaherald.com/news/latestlocalnews/2011481-8/goose-causes-power-failure-in-union-gap-yakima,B,270,-,,,,Goose,
2014-03-11,FirstEnergy: Squirrel causes Willoughby-area power outage ,Squirrel,Willoughby,OH,United States,http://www.news-herald.com/general-news/20140312/firstenergy-squirrel-causes-willoughby-area-power-outage,Y,48,40,,,,,
2014-03-11,Marder sorgt für Stromausfall,Raccoon,Karlsruhe,,Germany,http://www.swr.de/landesschau-aktuell/bw/marder-sorgt-fuer-stromausfall/-/id=1622/did=13020326/nid=1622/10ihhvq/,N,0,20,,,,,
2014-03-08,"Squirrel damages substation fuse leaving nearly 3,500 without power in Jackson",Squirrel,Jackson,MI,United States,http://www.mlive.com/news/jackson/index.ssf/2014/03/squirrel_damages_substation_fu.html,Y,3447,-,,,,,
2014-03-03,Bat causes black out in Kingaroy,Bat,Kingaroy,QLD,Australia,http://www.qt.com.au/news/bat-causes-black-out/2188190/,Y,1700,33,,,,,
2014-03-01,UPDATE: Bird caused large Boise power outage on Thursday,Bird,Boise,ID,United States,http://www.idahostatesman.com/welcome_page/?shf=/2014/02/20/3040721_large-power-outage-affecting-west.html,E,-,-,,,,,
2014-03-01,BRIEF: Bird Blamed for Power Outage to 1300 in Kahului,Bird,Kahluui,HI,United States,http://mauinow.com/2014/02/22/brief-bird-knocks-out-power-to-1300-in-kahului/,Y,1300,30,,,,,
2014-03-01,Business As Usual During Power Outage At BISD Elementary,Squirrel,Bryan,TX,United States,http://wtaw.com/2014/02/25/business-usual-power-outage-bisd-elementary/,Y,1,270,school,,,,
2014-02-28,Power cut,Bird,New Plymouth,Taranaki,New Zealand,http://www.stuff.co.nz/taranaki-daily-news/news/9775437/Power-cut,B,1700,120,,,,,
2014-02-23,"Power outage hits Liverpool, Clay, Salina",Unknown,Clay,NY,United States,http://cnycentral.com/news/local/power-outage-hits-liverpool-clay-salina?id=1011005#.Uwtut4UkB8M,Y,5033,78,,,,,
2014-02-18,Squirrel blamed for outage,Squirrel,Hannibal,MO,United States,http://www.hannibal.net/article/20140217/NEWS/140218774/1001/NEWS,Y,-,30,,,,,
2014-02-13,"Cat Chasing Mouse Causes Major Power Outage for 1,500 Jefferson County Homes",Cat,St Louis,MI,United States,http://www.riverfronttimes.com/newsblog/2014/02/13/cat-chasing-mouse-causes-major-power-outage-for-1500-jefferson-county-homes,Y,1500,-,,,cat had mouse in mouth,,
2014-02-12,Ratte verursacht Stromausfall am Hauptbahnhof,Rat,Darmstadt,Hesse,Germany,http://www.hr-online.de/website/rubriken/nachrichten/indexhessen34938.jsp?rubrik=36098&key=standard_document_50832365,B,-,60,,,,,
2014-02-12,1400 Cairns people left without power after flying foxes cause blackout in Westcourt,Bat,Cairns,QLD,Australia,http://www.cairnspost.com.au/news/cairns/cairns-people-without-power-after-flying-foxes-cause-blackout-in-westcourt/story-fnjpusyw-1226824350618,N,1400,220,,,,,
2014-02-06,Bird causes eastern San Diego power outage,Bird,San Diego,CA,United States,http://www.sandiegouniontribune.com/news/2014/feb/05/power-outage-rolando-kensington/,Y,4197,160,,,,,
2014-02-05,There was a power outage caused by a squirrel...a couple hours prior to the fire,Squirrel,Paradise,CA,United States,http://www.paradisepost.com/general-news/20140204/monday-fire-just-an-old-chicken-coop,Y,26,55,,,,,
2014-02-05,"Left in the dark, residents question power outages",Squirrel,Los Altos,CA,United States,http://www.losaltosonline.com/news/sections/news/199-city-affairs/46800-,Y,10,-,,,,,
2014-02-01,"1-hour power outage in Bayonne caused by 'animal contact,' says PSE&G officials",Unknown,Bayonne,NJ,United States,http://www.nj.com/hudson/index.ssf/2014/02/1-hour_power_outage_in_bayonne_caused_by_animal_contact_says_pseg_officials.html,Y,50,60,,,,,
2014-01-29,"An animal got into the power line, causing an outage",Unknown,Frankfort,KY,United States,http://www.lex18.com/news/animal-causes-power-outage-at-ksu-campus/,N,0,240,,,,,
2014-01-28,Squirrel causes power outage,Squirrel,Denton,TX,United States,http://www.dentonrc.com/local-news/local-news-headlines/20140127-squirrel-causes-power-outage.ece,Y,43,60,,,,,
2014-01-27,Specht verursacht Stromausfall,Unknown,Hofheim,,Germany,http://www.br.de/nachrichten/unterfranken/stromausfall-hofheim-specht-100.html,N,-,60,,,,,
2014-01-27,Tree falls in overhead line at Löschenrod,Beaver,Löschenrod,Eichenzell,Germany,http://osthessen-news.de/n1243316/eichenzell-baum-st%C3%BCrzt-in-freileitung-bei-l%C3%B6schenrod.html,Y,2000,30,,,,,
2014-01-26,Squirrel blamed for Greenbrae-centered power outage,Squirrel,Greenbrae,CA,United States,http://www.marinij.com/marinnews/ci_24994441/squirrel-blamed-greenbrae-centered-power-outage,Y,2311,96,,,,,
2014-01-24,Raccoon blamed for Carrollton area power outage,Raccoon,New Orleans,LA,United States,http://www.nola.com/business/index.ssf/2014/01/3500_without_power_in_carrollt.html,Y,5000,-,,,,,
2014-01-22,Vulture creates power outage,Bird,Navasota,TX,United States,http://www.navasotaexaminer.com/news/article_6d6f084e-8a94-11e3-9f24-001a4bcf887a.html,N,1500,60,,,,,
2014-01-21,"Squirrel causes brief power outage for 3,602 customers",Squirrel,Shawnee,OK,United States,http://www.news-star.com/article/20140120/NEWS/140129968/1994,Y,3602,60,,,,,
2014-01-20,Bird caused power outage near the mall,Bird,Boise,ID,United States,http://www.ktvb.com/story/local/2015/07/29/12073373/,Y,1750,-,traffic,,,,
2014-01-18,Squirrel to blame for power outage in Whitman said police,Squirrel,Whitman,MA,United States,http://m.enterprisenews.com/wkdenterprise/pm_29505/contentdetail.htm?contentguid=rLPym05o,N,,,,,,,
2014-01-14,Squirrel Knocks Out Power,Squirrel,Bethalto,IL,United States,http://altondailynews.com/news/details.cfm?clientid=17&id=109086,Y,1500,90,,,,,
2014-01-10,"Marin County: Squirrel caused power outage to 24,000 PG&E customers",Squirrel,Marin County,CA,United States,http://www.mercurynews.com/california/ci_24872480/marin-county-squirrel-caused-power-outage-24-000,Y,24000,78,,,,,
2014-01-10,"Squirrel Blamed for Cutting Power to 1,400 in North Texas Town",Squirrel,Flower Mound,TX,United States,http://www.kcentv.com/story/24407527/squirrel-blamed-for-cutting-power-to-1400-in-flower-mound,Y,1400,40,,,,,
2014-01-04,Officials: Squirrel downed power lines that killed SC teen girl - Anderson County SC,Squirrel,Anderson County,SC,United States,http://www.wistv.com/story/24354548/upstate-teen-electrocuted-after-squirrel-causes-fire-on-power-line,Y,-,-,,,1 teenager dead,,
2014-01-03,Power Outage in Oklahoma Leaves Thousands in the Dark,Deer,Muldrow,OK,United States,http://5newsonline.com/2014/01/03/power-outage-in-oklahoma-leaves-thousands-in-the-dark/,Y,2300,-,,,,,
2014-01-02,2300 Cergy-Pontoise homes without electricity because of a weasel,Marten,Cergy-Pontoise,,France,http://www.gazettevaldoise.fr/2014/01/02/2-300-foyers-de-cergy-pontoise-prives-delectricite-a-cause-dune-fouine/,Y,2300,-,,,,,
